accuracy_mean,accuracy_median,accuracy_variance,extant_id,taxon_distance,training_case,update
0.0,0.0,0.0,10090,0,0,phylo_100
0.0,0.0,0.0,10090,1,1,phylo_100
0.0,0.0,0.0,10090,2,2,phylo_100
0.0,0.0,0.0,10090,3,3,phylo_100
0.0,0.0,0.0,10090,4,4,phylo_100
0.0,0.0,0.0,10090,5,5,phylo_100
0.0,0.0,0.0,10090,6,6,phylo_100
0.0,0.0,0.0,10090,7,7,phylo_100
0.0,0.0,0.0,10090,8,8,phylo_100
0.0,0.0,0.0,10090,9,9,phylo_100
0.0,0.0,0.0,10090,10,10,phylo_100
0.0,0.0,0.0,10090,11,11,phylo_100
0.0,0.0,0.0,10090,12,12,phylo_100
0.0,0.0,0.0,10090,13,13,phylo_100
0.0,0.0,0.0,10090,14,14,phylo_100
0.0,0.0,0.0,10090,15,15,phylo_100
0.0,0.0,0.0,10090,16,16,phylo_100
0.0,0.0,0.0,10090,17,17,phylo_100
0.0,0.0,0.0,10090,18,18,phylo_100
0.0,0.0,0.0,10090,19,19,phylo_100
0.0,0.0,0.0,10090,20,20,phylo_100
0.0,0.0,0.0,10090,21,21,phylo_100
0.0,0.0,0.0,10090,22,22,phylo_100
0.0,0.0,0.0,10090,23,23,phylo_100
0.0,0.0,0.0,10090,24,24,phylo_100
0.0,0.0,0.0,10090,25,25,phylo_100
0.0,0.0,0.0,10090,26,26,phylo_100
0.0,0.0,0.0,10090,27,27,phylo_100
0.0,0.0,0.0,10090,28,28,phylo_100
0.0,0.0,0.0,10090,29,29,phylo_100
0.0,0.0,0.0,10090,30,30,phylo_100
0.0,0.0,0.0,10090,31,31,phylo_100
0.0,0.0,0.0,10090,32,32,phylo_100
0.0,0.0,0.0,10090,33,33,phylo_100
0.0,0.0,0.0,10090,34,34,phylo_100
0.0,0.0,0.0,10090,35,35,phylo_100
0.0,0.0,0.0,10090,36,36,phylo_100
0.0,0.0,0.0,10090,37,37,phylo_100
0.0,0.0,0.0,10090,38,38,phylo_100
0.0,0.0,0.0,10090,39,39,phylo_100
0.0,0.0,0.0,10090,40,40,phylo_100
0.0,0.0,0.0,10090,41,41,phylo_100
0.0,0.0,0.0,10090,42,42,phylo_100
0.0,0.0,0.0,10090,43,43,phylo_100
0.0,0.0,0.0,10090,44,44,phylo_100
0.0,0.0,0.0,10090,45,45,phylo_100
0.0,0.0,0.0,10090,46,46,phylo_100
0.0,0.0,0.0,10090,47,47,phylo_100
0.0,0.0,0.0,10090,48,48,phylo_100
0.0,0.0,0.0,10090,49,49,phylo_100
0.0,0.0,0.0,10090,50,50,phylo_100
0.0,0.0,0.0,10090,51,51,phylo_100
0.0,0.0,0.0,10090,52,52,phylo_100
0.0,0.0,0.0,10090,53,53,phylo_100
0.0,0.0,0.0,10090,54,54,phylo_100
0.0,0.0,0.0,10090,55,55,phylo_100
0.0,0.0,0.0,10090,56,56,phylo_100
0.0,0.0,0.0,10090,57,57,phylo_100
0.0,0.0,0.0,10090,58,58,phylo_100
0.0,0.0,0.0,10090,59,59,phylo_100
0.0,0.0,0.0,10090,60,60,phylo_100
0.0,0.0,0.0,10090,61,61,phylo_100
0.0,0.0,0.0,10090,62,62,phylo_100
0.0,0.0,0.0,10090,63,63,phylo_100
0.0,0.0,0.0,10090,64,64,phylo_100
0.0,0.0,0.0,10090,65,65,phylo_100
0.0,0.0,0.0,10090,66,66,phylo_100
0.0,0.0,0.0,10090,67,67,phylo_100
0.0,0.0,0.0,10090,68,68,phylo_100
0.0,0.0,0.0,10090,69,69,phylo_100
0.0,0.0,0.0,10090,70,70,phylo_100
0.0,0.0,0.0,10090,71,71,phylo_100
0.0,0.0,0.0,10090,72,72,phylo_100
0.0,0.0,0.0,10090,73,73,phylo_100
0.0,0.0,0.0,10090,74,74,phylo_100
0.0,0.0,0.0,10090,75,75,phylo_100
0.0,0.0,0.0,10090,76,76,phylo_100
0.0,0.0,0.0,10090,77,77,phylo_100
0.0,0.0,0.0,10090,78,78,phylo_100
0.0,0.0,0.0,10090,79,79,phylo_100
0.0,0.0,0.0,10090,80,80,phylo_100
0.0,0.0,0.0,10090,81,81,phylo_100
0.0,0.0,0.0,10090,82,82,phylo_100
0.0,0.0,0.0,10090,83,83,phylo_100
0.0,0.0,0.0,10090,84,84,phylo_100
0.0,0.0,0.0,10090,85,85,phylo_100
0.0,0.0,0.0,10090,86,86,phylo_100
0.0,0.0,0.0,10090,87,87,phylo_100
0.0,0.0,0.0,10090,88,88,phylo_100
0.0,0.0,0.0,10090,89,89,phylo_100
0.47,0.0,0.2516161616161616,10090,90,90,phylo_100
0.47,0.0,0.2516161616161616,10090,91,91,phylo_100
0.47,0.0,0.2516161616161616,10090,92,92,phylo_100
0.47,0.0,0.2516161616161616,10090,93,93,phylo_100
0.47,0.0,0.2516161616161616,10090,94,94,phylo_100
0.47,0.0,0.2516161616161616,10090,95,95,phylo_100
0.47,0.0,0.2516161616161616,10090,96,96,phylo_100
0.47,0.0,0.2516161616161616,10090,97,97,phylo_100
0.47,0.0,0.2516161616161616,10090,98,98,phylo_100
0.47,0.0,0.2516161616161616,10090,99,99,phylo_100
0.47,0.0,0.2516161616161616,10090,100,100,phylo_100
0.0,0.0,0.0,10094,0,0,phylo_100
0.0,0.0,0.0,10094,1,1,phylo_100
0.0,0.0,0.0,10094,2,2,phylo_100
0.0,0.0,0.0,10094,3,3,phylo_100
0.0,0.0,0.0,10094,4,4,phylo_100
0.0,0.0,0.0,10094,5,5,phylo_100
0.0,0.0,0.0,10094,6,6,phylo_100
0.0,0.0,0.0,10094,7,7,phylo_100
0.0,0.0,0.0,10094,8,8,phylo_100
0.0,0.0,0.0,10094,9,9,phylo_100
0.0,0.0,0.0,10094,10,10,phylo_100
0.0,0.0,0.0,10094,11,11,phylo_100
0.0,0.0,0.0,10094,12,12,phylo_100
0.0,0.0,0.0,10094,13,13,phylo_100
0.0,0.0,0.0,10094,14,14,phylo_100
0.0,0.0,0.0,10094,15,15,phylo_100
0.0,0.0,0.0,10094,16,16,phylo_100
0.0,0.0,0.0,10094,17,17,phylo_100
0.0,0.0,0.0,10094,18,18,phylo_100
0.0,0.0,0.0,10094,19,19,phylo_100
0.0,0.0,0.0,10094,20,20,phylo_100
0.0,0.0,0.0,10094,21,21,phylo_100
0.0,0.0,0.0,10094,22,22,phylo_100
0.0,0.0,0.0,10094,23,23,phylo_100
0.0,0.0,0.0,10094,24,24,phylo_100
0.0,0.0,0.0,10094,25,25,phylo_100
0.0,0.0,0.0,10094,26,26,phylo_100
0.0,0.0,0.0,10094,27,27,phylo_100
0.0,0.0,0.0,10094,28,28,phylo_100
0.0,0.0,0.0,10094,29,29,phylo_100
0.0,0.0,0.0,10094,30,30,phylo_100
0.0,0.0,0.0,10094,31,31,phylo_100
0.0,0.0,0.0,10094,32,32,phylo_100
0.0,0.0,0.0,10094,33,33,phylo_100
0.0,0.0,0.0,10094,34,34,phylo_100
0.0,0.0,0.0,10094,35,35,phylo_100
0.0,0.0,0.0,10094,36,36,phylo_100
0.0,0.0,0.0,10094,37,37,phylo_100
0.0,0.0,0.0,10094,38,38,phylo_100
0.0,0.0,0.0,10094,39,39,phylo_100
0.0,0.0,0.0,10094,40,40,phylo_100
0.0,0.0,0.0,10094,41,41,phylo_100
0.0,0.0,0.0,10094,42,42,phylo_100
0.0,0.0,0.0,10094,43,43,phylo_100
0.0,0.0,0.0,10094,44,44,phylo_100
0.0,0.0,0.0,10094,45,45,phylo_100
0.0,0.0,0.0,10094,46,46,phylo_100
0.0,0.0,0.0,10094,47,47,phylo_100
0.0,0.0,0.0,10094,48,48,phylo_100
0.0,0.0,0.0,10094,49,49,phylo_100
0.0,0.0,0.0,10094,50,50,phylo_100
0.0,0.0,0.0,10094,51,51,phylo_100
0.0,0.0,0.0,10094,52,52,phylo_100
0.0,0.0,0.0,10094,53,53,phylo_100
0.0,0.0,0.0,10094,54,54,phylo_100
0.0,0.0,0.0,10094,55,55,phylo_100
0.0,0.0,0.0,10094,56,56,phylo_100
0.0,0.0,0.0,10094,57,57,phylo_100
0.0,0.0,0.0,10094,58,58,phylo_100
0.0,0.0,0.0,10094,59,59,phylo_100
0.0,0.0,0.0,10094,60,60,phylo_100
0.0,0.0,0.0,10094,61,61,phylo_100
0.0,0.0,0.0,10094,62,62,phylo_100
0.0,0.0,0.0,10094,63,63,phylo_100
0.0,0.0,0.0,10094,64,64,phylo_100
0.0,0.0,0.0,10094,65,65,phylo_100
0.0,0.0,0.0,10094,66,66,phylo_100
0.0,0.0,0.0,10094,67,67,phylo_100
0.0,0.0,0.0,10094,68,68,phylo_100
0.0,0.0,0.0,10094,69,69,phylo_100
0.0,0.0,0.0,10094,70,70,phylo_100
0.0,0.0,0.0,10094,71,71,phylo_100
0.0,0.0,0.0,10094,72,72,phylo_100
0.0,0.0,0.0,10094,73,73,phylo_100
0.0,0.0,0.0,10094,74,74,phylo_100
0.0,0.0,0.0,10094,75,75,phylo_100
0.0,0.0,0.0,10094,76,76,phylo_100
0.0,0.0,0.0,10094,77,77,phylo_100
0.0,0.0,0.0,10094,78,78,phylo_100
0.0,0.0,0.0,10094,79,79,phylo_100
0.0,0.0,0.0,10094,80,80,phylo_100
0.0,0.0,0.0,10094,81,81,phylo_100
0.0,0.0,0.0,10094,82,82,phylo_100
0.0,0.0,0.0,10094,83,83,phylo_100
0.0,0.0,0.0,10094,84,84,phylo_100
0.0,0.0,0.0,10094,85,85,phylo_100
0.0,0.0,0.0,10094,86,86,phylo_100
0.0,0.0,0.0,10094,87,87,phylo_100
0.0,0.0,0.0,10094,88,88,phylo_100
0.0,0.0,0.0,10094,89,89,phylo_100
0.47,0.0,0.2516161616161616,10094,90,90,phylo_100
0.47,0.0,0.2516161616161616,10094,91,91,phylo_100
0.47,0.0,0.2516161616161616,10094,92,92,phylo_100
0.47,0.0,0.2516161616161616,10094,93,93,phylo_100
0.47,0.0,0.2516161616161616,10094,94,94,phylo_100
0.47,0.0,0.2516161616161616,10094,95,95,phylo_100
0.47,0.0,0.2516161616161616,10094,96,96,phylo_100
0.47,0.0,0.2516161616161616,10094,97,97,phylo_100
0.47,0.0,0.2516161616161616,10094,98,98,phylo_100
0.47,0.0,0.2516161616161616,10094,99,99,phylo_100
0.47,0.0,0.2516161616161616,10094,100,100,phylo_100
0.0,0.0,0.0,10081,0,0,phylo_100
0.0,0.0,0.0,10081,1,1,phylo_100
0.0,0.0,0.0,10081,2,2,phylo_100
0.0,0.0,0.0,10081,3,3,phylo_100
0.0,0.0,0.0,10081,4,4,phylo_100
0.0,0.0,0.0,10081,5,5,phylo_100
0.0,0.0,0.0,10081,6,6,phylo_100
0.0,0.0,0.0,10081,7,7,phylo_100
0.0,0.0,0.0,10081,8,8,phylo_100
0.0,0.0,0.0,10081,9,9,phylo_100
0.0,0.0,0.0,10081,10,10,phylo_100
0.0,0.0,0.0,10081,11,11,phylo_100
0.0,0.0,0.0,10081,12,12,phylo_100
0.0,0.0,0.0,10081,13,13,phylo_100
0.0,0.0,0.0,10081,14,14,phylo_100
0.0,0.0,0.0,10081,15,15,phylo_100
0.0,0.0,0.0,10081,16,16,phylo_100
0.0,0.0,0.0,10081,17,17,phylo_100
0.0,0.0,0.0,10081,18,18,phylo_100
0.0,0.0,0.0,10081,19,19,phylo_100
0.0,0.0,0.0,10081,20,20,phylo_100
0.0,0.0,0.0,10081,21,21,phylo_100
0.0,0.0,0.0,10081,22,22,phylo_100
0.0,0.0,0.0,10081,23,23,phylo_100
0.0,0.0,0.0,10081,24,24,phylo_100
0.0,0.0,0.0,10081,25,25,phylo_100
0.0,0.0,0.0,10081,26,26,phylo_100
0.0,0.0,0.0,10081,27,27,phylo_100
0.0,0.0,0.0,10081,28,28,phylo_100
0.0,0.0,0.0,10081,29,29,phylo_100
0.0,0.0,0.0,10081,30,30,phylo_100
0.0,0.0,0.0,10081,31,31,phylo_100
0.0,0.0,0.0,10081,32,32,phylo_100
0.0,0.0,0.0,10081,33,33,phylo_100
0.0,0.0,0.0,10081,34,34,phylo_100
0.0,0.0,0.0,10081,35,35,phylo_100
0.0,0.0,0.0,10081,36,36,phylo_100
0.0,0.0,0.0,10081,37,37,phylo_100
0.0,0.0,0.0,10081,38,38,phylo_100
0.0,0.0,0.0,10081,39,39,phylo_100
0.0,0.0,0.0,10081,40,40,phylo_100
0.0,0.0,0.0,10081,41,41,phylo_100
0.0,0.0,0.0,10081,42,42,phylo_100
0.0,0.0,0.0,10081,43,43,phylo_100
0.0,0.0,0.0,10081,44,44,phylo_100
0.0,0.0,0.0,10081,45,45,phylo_100
0.0,0.0,0.0,10081,46,46,phylo_100
0.0,0.0,0.0,10081,47,47,phylo_100
0.0,0.0,0.0,10081,48,48,phylo_100
0.0,0.0,0.0,10081,49,49,phylo_100
0.0,0.0,0.0,10081,50,50,phylo_100
0.0,0.0,0.0,10081,51,51,phylo_100
0.0,0.0,0.0,10081,52,52,phylo_100
0.0,0.0,0.0,10081,53,53,phylo_100
0.0,0.0,0.0,10081,54,54,phylo_100
0.0,0.0,0.0,10081,55,55,phylo_100
0.0,0.0,0.0,10081,56,56,phylo_100
0.0,0.0,0.0,10081,57,57,phylo_100
0.0,0.0,0.0,10081,58,58,phylo_100
0.0,0.0,0.0,10081,59,59,phylo_100
0.0,0.0,0.0,10081,60,60,phylo_100
0.0,0.0,0.0,10081,61,61,phylo_100
0.0,0.0,0.0,10081,62,62,phylo_100
0.0,0.0,0.0,10081,63,63,phylo_100
0.0,0.0,0.0,10081,64,64,phylo_100
0.0,0.0,0.0,10081,65,65,phylo_100
0.0,0.0,0.0,10081,66,66,phylo_100
0.0,0.0,0.0,10081,67,67,phylo_100
0.0,0.0,0.0,10081,68,68,phylo_100
0.0,0.0,0.0,10081,69,69,phylo_100
0.0,0.0,0.0,10081,70,70,phylo_100
0.0,0.0,0.0,10081,71,71,phylo_100
0.0,0.0,0.0,10081,72,72,phylo_100
0.0,0.0,0.0,10081,73,73,phylo_100
0.0,0.0,0.0,10081,74,74,phylo_100
0.0,0.0,0.0,10081,75,75,phylo_100
0.0,0.0,0.0,10081,76,76,phylo_100
0.0,0.0,0.0,10081,77,77,phylo_100
0.0,0.0,0.0,10081,78,78,phylo_100
0.0,0.0,0.0,10081,79,79,phylo_100
0.0,0.0,0.0,10081,80,80,phylo_100
0.0,0.0,0.0,10081,81,81,phylo_100
0.0,0.0,0.0,10081,82,82,phylo_100
0.0,0.0,0.0,10081,83,83,phylo_100
0.0,0.0,0.0,10081,84,84,phylo_100
0.0,0.0,0.0,10081,85,85,phylo_100
0.0,0.0,0.0,10081,86,86,phylo_100
0.0,0.0,0.0,10081,87,87,phylo_100
0.0,0.0,0.0,10081,88,88,phylo_100
0.0,0.0,0.0,10081,89,89,phylo_100
0.47,0.0,0.2516161616161616,10081,90,90,phylo_100
0.47,0.0,0.2516161616161616,10081,91,91,phylo_100
0.47,0.0,0.2516161616161616,10081,92,92,phylo_100
0.47,0.0,0.2516161616161616,10081,93,93,phylo_100
0.47,0.0,0.2516161616161616,10081,94,94,phylo_100
0.47,0.0,0.2516161616161616,10081,95,95,phylo_100
0.47,0.0,0.2516161616161616,10081,96,96,phylo_100
0.47,0.0,0.2516161616161616,10081,97,97,phylo_100
0.47,0.0,0.2516161616161616,10081,98,98,phylo_100
0.47,0.0,0.2516161616161616,10081,99,99,phylo_100
0.47,0.0,0.2516161616161616,10081,100,100,phylo_100
0.0,0.0,0.0,10092,0,0,phylo_100
0.9,1.0,0.09090909090909091,10092,1,1,phylo_100
0.9,1.0,0.09090909090909091,10092,2,2,phylo_100
0.9,1.0,0.09090909090909091,10092,3,3,phylo_100
0.9,1.0,0.09090909090909091,10092,4,4,phylo_100
0.9,1.0,0.09090909090909091,10092,5,5,phylo_100
0.9,1.0,0.09090909090909091,10092,6,6,phylo_100
0.9,1.0,0.09090909090909091,10092,7,7,phylo_100
0.9,1.0,0.09090909090909091,10092,8,8,phylo_100
0.9,1.0,0.09090909090909091,10092,9,9,phylo_100
0.9,1.0,0.09090909090909091,10092,10,10,phylo_100
0.9,1.0,0.09090909090909091,10092,11,11,phylo_100
0.9,1.0,0.09090909090909091,10092,12,12,phylo_100
0.9,1.0,0.09090909090909091,10092,13,13,phylo_100
0.9,1.0,0.09090909090909091,10092,14,14,phylo_100
0.9,1.0,0.09090909090909091,10092,15,15,phylo_100
0.9,1.0,0.09090909090909091,10092,16,16,phylo_100
0.9,1.0,0.09090909090909091,10092,17,17,phylo_100
0.9,1.0,0.09090909090909091,10092,18,18,phylo_100
0.9,1.0,0.09090909090909091,10092,19,19,phylo_100
0.9,1.0,0.09090909090909091,10092,20,20,phylo_100
0.9,1.0,0.09090909090909091,10092,21,21,phylo_100
0.9,1.0,0.09090909090909091,10092,22,22,phylo_100
0.9,1.0,0.09090909090909091,10092,23,23,phylo_100
0.9,1.0,0.09090909090909091,10092,24,24,phylo_100
0.9,1.0,0.09090909090909091,10092,25,25,phylo_100
0.9,1.0,0.09090909090909091,10092,26,26,phylo_100
0.9,1.0,0.09090909090909091,10092,27,27,phylo_100
0.9,1.0,0.09090909090909091,10092,28,28,phylo_100
0.9,1.0,0.09090909090909091,10092,29,29,phylo_100
0.9,1.0,0.09090909090909091,10092,30,30,phylo_100
0.9,1.0,0.09090909090909091,10092,31,31,phylo_100
0.9,1.0,0.09090909090909091,10092,32,32,phylo_100
0.9,1.0,0.09090909090909091,10092,33,33,phylo_100
0.9,1.0,0.09090909090909091,10092,34,34,phylo_100
0.9,1.0,0.09090909090909091,10092,35,35,phylo_100
0.9,1.0,0.09090909090909091,10092,36,36,phylo_100
0.9,1.0,0.09090909090909091,10092,37,37,phylo_100
0.9,1.0,0.09090909090909091,10092,38,38,phylo_100
0.9,1.0,0.09090909090909091,10092,39,39,phylo_100
0.9,1.0,0.09090909090909091,10092,40,40,phylo_100
0.9,1.0,0.09090909090909091,10092,41,41,phylo_100
0.9,1.0,0.09090909090909091,10092,42,42,phylo_100
0.9,1.0,0.09090909090909091,10092,43,43,phylo_100
0.9,1.0,0.09090909090909091,10092,44,44,phylo_100
0.9,1.0,0.09090909090909091,10092,45,45,phylo_100
0.9,1.0,0.09090909090909091,10092,46,46,phylo_100
0.9,1.0,0.09090909090909091,10092,47,47,phylo_100
0.9,1.0,0.09090909090909091,10092,48,48,phylo_100
0.9,1.0,0.09090909090909091,10092,49,49,phylo_100
0.9,1.0,0.09090909090909091,10092,50,50,phylo_100
0.9,1.0,0.09090909090909091,10092,51,51,phylo_100
0.9,1.0,0.09090909090909091,10092,52,52,phylo_100
0.9,1.0,0.09090909090909091,10092,53,53,phylo_100
0.9,1.0,0.09090909090909091,10092,54,54,phylo_100
0.9,1.0,0.09090909090909091,10092,55,55,phylo_100
0.9,1.0,0.09090909090909091,10092,56,56,phylo_100
0.9,1.0,0.09090909090909091,10092,57,57,phylo_100
0.9,1.0,0.09090909090909091,10092,58,58,phylo_100
0.9,1.0,0.09090909090909091,10092,59,59,phylo_100
0.9,1.0,0.09090909090909091,10092,60,60,phylo_100
0.9,1.0,0.09090909090909091,10092,61,61,phylo_100
0.9,1.0,0.09090909090909091,10092,62,62,phylo_100
0.9,1.0,0.09090909090909091,10092,63,63,phylo_100
0.9,1.0,0.09090909090909091,10092,64,64,phylo_100
0.9,1.0,0.09090909090909091,10092,65,65,phylo_100
0.9,1.0,0.09090909090909091,10092,66,66,phylo_100
0.9,1.0,0.09090909090909091,10092,67,67,phylo_100
0.9,1.0,0.09090909090909091,10092,68,68,phylo_100
0.9,1.0,0.09090909090909091,10092,69,69,phylo_100
0.9,1.0,0.09090909090909091,10092,70,70,phylo_100
0.9,1.0,0.09090909090909091,10092,71,71,phylo_100
0.9,1.0,0.09090909090909091,10092,72,72,phylo_100
0.9,1.0,0.09090909090909091,10092,73,73,phylo_100
0.9,1.0,0.09090909090909091,10092,74,74,phylo_100
0.9,1.0,0.09090909090909091,10092,75,75,phylo_100
0.9,1.0,0.09090909090909091,10092,76,76,phylo_100
0.9,1.0,0.09090909090909091,10092,77,77,phylo_100
0.9,1.0,0.09090909090909091,10092,78,78,phylo_100
0.9,1.0,0.09090909090909091,10092,79,79,phylo_100
0.9,1.0,0.09090909090909091,10092,80,80,phylo_100
0.9,1.0,0.09090909090909091,10092,81,81,phylo_100
0.9,1.0,0.09090909090909091,10092,82,82,phylo_100
0.9,1.0,0.09090909090909091,10092,83,83,phylo_100
0.9,1.0,0.09090909090909091,10092,84,84,phylo_100
0.9,1.0,0.09090909090909091,10092,85,85,phylo_100
0.9,1.0,0.09090909090909091,10092,86,86,phylo_100
0.9,1.0,0.09090909090909091,10092,87,87,phylo_100
0.9,1.0,0.09090909090909091,10092,88,88,phylo_100
0.9,1.0,0.09090909090909091,10092,89,89,phylo_100
0.63,1.0,0.23545454545454544,10092,90,90,phylo_100
0.63,1.0,0.23545454545454544,10092,91,91,phylo_100
0.63,1.0,0.23545454545454544,10092,92,92,phylo_100
0.63,1.0,0.23545454545454544,10092,93,93,phylo_100
0.63,1.0,0.23545454545454544,10092,94,94,phylo_100
0.63,1.0,0.23545454545454544,10092,95,95,phylo_100
0.63,1.0,0.23545454545454544,10092,96,96,phylo_100
0.63,1.0,0.23545454545454544,10092,97,97,phylo_100
0.63,1.0,0.23545454545454544,10092,98,98,phylo_100
0.63,1.0,0.23545454545454544,10092,99,99,phylo_100
0.63,1.0,0.23545454545454544,10092,100,100,phylo_100
0.0,0.0,0.0,10003,0,0,phylo_100
0.0,0.0,0.0,10003,1,1,phylo_100
0.0,0.0,0.0,10003,2,2,phylo_100
0.0,0.0,0.0,10003,3,3,phylo_100
0.0,0.0,0.0,10003,4,4,phylo_100
0.0,0.0,0.0,10003,5,5,phylo_100
0.0,0.0,0.0,10003,6,6,phylo_100
0.0,0.0,0.0,10003,7,7,phylo_100
0.0,0.0,0.0,10003,8,8,phylo_100
0.0,0.0,0.0,10003,9,9,phylo_100
0.0,0.0,0.0,10003,10,10,phylo_100
0.0,0.0,0.0,10003,11,11,phylo_100
0.0,0.0,0.0,10003,12,12,phylo_100
0.0,0.0,0.0,10003,13,13,phylo_100
0.0,0.0,0.0,10003,14,14,phylo_100
0.0,0.0,0.0,10003,15,15,phylo_100
0.0,0.0,0.0,10003,16,16,phylo_100
0.0,0.0,0.0,10003,17,17,phylo_100
0.0,0.0,0.0,10003,18,18,phylo_100
0.0,0.0,0.0,10003,19,19,phylo_100
0.0,0.0,0.0,10003,20,20,phylo_100
0.0,0.0,0.0,10003,21,21,phylo_100
0.0,0.0,0.0,10003,22,22,phylo_100
0.0,0.0,0.0,10003,23,23,phylo_100
0.0,0.0,0.0,10003,24,24,phylo_100
0.0,0.0,0.0,10003,25,25,phylo_100
0.0,0.0,0.0,10003,26,26,phylo_100
0.0,0.0,0.0,10003,27,27,phylo_100
0.0,0.0,0.0,10003,28,28,phylo_100
0.0,0.0,0.0,10003,29,29,phylo_100
0.0,0.0,0.0,10003,30,30,phylo_100
0.0,0.0,0.0,10003,31,31,phylo_100
0.0,0.0,0.0,10003,32,32,phylo_100
0.0,0.0,0.0,10003,33,33,phylo_100
0.0,0.0,0.0,10003,34,34,phylo_100
0.0,0.0,0.0,10003,35,35,phylo_100
0.0,0.0,0.0,10003,36,36,phylo_100
0.0,0.0,0.0,10003,37,37,phylo_100
0.0,0.0,0.0,10003,38,38,phylo_100
0.0,0.0,0.0,10003,39,39,phylo_100
0.0,0.0,0.0,10003,40,40,phylo_100
0.0,0.0,0.0,10003,41,41,phylo_100
0.0,0.0,0.0,10003,42,42,phylo_100
0.0,0.0,0.0,10003,43,43,phylo_100
0.0,0.0,0.0,10003,44,44,phylo_100
0.0,0.0,0.0,10003,45,45,phylo_100
0.0,0.0,0.0,10003,46,46,phylo_100
0.0,0.0,0.0,10003,47,47,phylo_100
0.0,0.0,0.0,10003,48,48,phylo_100
0.0,0.0,0.0,10003,49,49,phylo_100
0.0,0.0,0.0,10003,50,50,phylo_100
0.0,0.0,0.0,10003,51,51,phylo_100
0.0,0.0,0.0,10003,52,52,phylo_100
0.0,0.0,0.0,10003,53,53,phylo_100
0.0,0.0,0.0,10003,54,54,phylo_100
0.0,0.0,0.0,10003,55,55,phylo_100
0.0,0.0,0.0,10003,56,56,phylo_100
0.0,0.0,0.0,10003,57,57,phylo_100
0.0,0.0,0.0,10003,58,58,phylo_100
0.0,0.0,0.0,10003,59,59,phylo_100
0.0,0.0,0.0,10003,60,60,phylo_100
0.0,0.0,0.0,10003,61,61,phylo_100
0.0,0.0,0.0,10003,62,62,phylo_100
0.0,0.0,0.0,10003,63,63,phylo_100
0.0,0.0,0.0,10003,64,64,phylo_100
0.0,0.0,0.0,10003,65,65,phylo_100
0.0,0.0,0.0,10003,66,66,phylo_100
0.0,0.0,0.0,10003,67,67,phylo_100
0.0,0.0,0.0,10003,68,68,phylo_100
0.0,0.0,0.0,10003,69,69,phylo_100
0.0,0.0,0.0,10003,70,70,phylo_100
0.0,0.0,0.0,10003,71,71,phylo_100
0.0,0.0,0.0,10003,72,72,phylo_100
0.0,0.0,0.0,10003,73,73,phylo_100
0.0,0.0,0.0,10003,74,74,phylo_100
0.0,0.0,0.0,10003,75,75,phylo_100
0.0,0.0,0.0,10003,76,76,phylo_100
0.0,0.0,0.0,10003,77,77,phylo_100
0.0,0.0,0.0,10003,78,78,phylo_100
0.0,0.0,0.0,10003,79,79,phylo_100
0.0,0.0,0.0,10003,80,80,phylo_100
0.0,0.0,0.0,10003,81,81,phylo_100
0.0,0.0,0.0,10003,82,82,phylo_100
0.0,0.0,0.0,10003,83,83,phylo_100
0.0,0.0,0.0,10003,84,84,phylo_100
0.0,0.0,0.0,10003,85,85,phylo_100
0.0,0.0,0.0,10003,86,86,phylo_100
0.0,0.0,0.0,10003,87,87,phylo_100
0.0,0.0,0.0,10003,88,88,phylo_100
0.0,0.0,0.0,10003,89,89,phylo_100
0.47,0.0,0.2516161616161616,10003,90,90,phylo_100
0.47,0.0,0.2516161616161616,10003,91,91,phylo_100
0.47,0.0,0.2516161616161616,10003,92,92,phylo_100
0.47,0.0,0.2516161616161616,10003,93,93,phylo_100
0.47,0.0,0.2516161616161616,10003,94,94,phylo_100
0.47,0.0,0.2516161616161616,10003,95,95,phylo_100
0.47,0.0,0.2516161616161616,10003,96,96,phylo_100
0.47,0.0,0.2516161616161616,10003,97,97,phylo_100
0.47,0.0,0.2516161616161616,10003,98,98,phylo_100
0.47,0.0,0.2516161616161616,10003,99,99,phylo_100
0.47,0.0,0.2516161616161616,10003,100,100,phylo_100
0.0,0.0,0.0,10080,0,0,phylo_100
0.0,0.0,0.0,10080,1,1,phylo_100
0.0,0.0,0.0,10080,2,2,phylo_100
0.0,0.0,0.0,10080,3,3,phylo_100
0.0,0.0,0.0,10080,4,4,phylo_100
0.0,0.0,0.0,10080,5,5,phylo_100
0.0,0.0,0.0,10080,6,6,phylo_100
0.0,0.0,0.0,10080,7,7,phylo_100
0.0,0.0,0.0,10080,8,8,phylo_100
0.0,0.0,0.0,10080,9,9,phylo_100
0.0,0.0,0.0,10080,10,10,phylo_100
0.0,0.0,0.0,10080,11,11,phylo_100
0.0,0.0,0.0,10080,12,12,phylo_100
0.0,0.0,0.0,10080,13,13,phylo_100
0.0,0.0,0.0,10080,14,14,phylo_100
0.0,0.0,0.0,10080,15,15,phylo_100
0.0,0.0,0.0,10080,16,16,phylo_100
0.0,0.0,0.0,10080,17,17,phylo_100
0.0,0.0,0.0,10080,18,18,phylo_100
0.0,0.0,0.0,10080,19,19,phylo_100
0.0,0.0,0.0,10080,20,20,phylo_100
0.0,0.0,0.0,10080,21,21,phylo_100
0.0,0.0,0.0,10080,22,22,phylo_100
0.0,0.0,0.0,10080,23,23,phylo_100
